"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	Count
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	1296
	"Male and Female Breast"	"26000"	"New York"	"36"	14626
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	7184
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	482
	"Male and Female Breast"	"26000"	"Ohio"	"39"	8240
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	2584
	"Male and Female Breast"	"26000"	"Oregon"	"41"	2912
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	10372
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	744
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	3515
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	531
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	4567
	"Male and Female Breast"	"26000"	"Texas"	"48"	14258
	"Male and Female Breast"	"26000"	"Utah"	"49"	1290
	"Male and Female Breast"	"26000"	"Vermont"	"50"	531
	"Male and Female Breast"	"26000"	"Virginia"	"51"	5573
	"Male and Female Breast"	"26000"	"Washington"	"53"	4962
	"Male and Female Breast"	"26000"	"West Virginia"	"54"	1377
	"Male and Female Breast"	"26000"	"Wisconsin"	"55"	4086
	"Male and Female Breast"	"26000"	"Wyoming"	"56"	343
	"Female Breast"	"26000-Female"	"Alabama"	"01"	3392
	"Female Breast"	"26000-Female"	"Alaska"	"02"	410
	"Female Breast"	"26000-Female"	"Arizona"	"04"	3936
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	1899
	"Female Breast"	"26000-Female"	"California"	"06"	23521
	"Female Breast"	"26000-Female"	"Colorado"	"08"	3365
	"Female Breast"	"26000-Female"	"Connecticut"	"09"	3094
	"Female Breast"	"26000-Female"	"Delaware"	"10"	731
	"Female Breast"	"26000-Female"	"District of Columbia"	"11"	466
	"Female Breast"	"26000-Female"	"Florida"	"12"	14208
	"Female Breast"	"26000-Female"	"Georgia"	"13"	6182
	"Female Breast"	"26000-Female"	"Hawaii"	"15"	1074
	"Female Breast"	"26000-Female"	"Idaho"	"16"	990
	"Female Breast"	"26000-Female"	"Illinois"	"17"	9328
	"Female Breast"	"26000-Female"	"Indiana"	"18"	4429
	"Female Breast"	"26000-Female"	"Iowa"	"19"	2358
	"Female Breast"	"26000-Female"	"Kansas"	"20"	1943
	"Female Breast"	"26000-Female"	"Kentucky"	"21"	3090
	"Female Breast"	"26000-Female"	"Louisiana"	"22"	3142
	"Female Breast"	"26000-Female"	"Maine"	"23"	1116
	"Female Breast"	"26000-Female"	"Maryland"	"24"	4444
	"Female Breast"	"26000-Female"	"Massachusetts"	"25"	5169
	"Female Breast"	"26000-Female"	"Michigan"	"26"	7005
	"Female Breast"	"26000-Female"	"Minnesota"	"27"	3818
	"Female Breast"	"26000-Female"	"Mississippi"	"28"	1986
	"Female Breast"	"26000-Female"	"Missouri"	"29"	4297
	"Female Breast"	"26000-Female"	"Montana"	"30"	790
	"Female Breast"	"26000-Female"	"Nebraska"	"31"	1236
	"Female Breast"	"26000-Female"	"Nevada"	"32"	1577
	"Female Breast"	"26000-Female"	"New Hampshire"	"33"	1054
	"Female Breast"	"26000-Female"	"New Jersey"	"34"	6876
	"Female Breast"	"26000-Female"	"New Mexico"	"35"	1281
	"Female Breast"	"26000-Female"	"New York"	"36"	14488
	"Female Breast"	"26000-Female"	"North Carolina"	"37"	7118
	"Female Breast"	"26000-Female"	"North Dakota"	"38"	475
	"Female Breast"	"26000-Female"	"Ohio"	"39"	8166
	"Female Breast"	"26000-Female"	"Oklahoma"	"40"	2561
	"Female Breast"	"26000-Female"	"Oregon"	"41"	2895
	"Female Breast"	"26000-Female"	"Pennsylvania"	"42"	10251
	"Female Breast"	"26000-Female"	"Rhode Island"	"44"	731
	"Female Breast"	"26000-Female"	"South Carolina"	"45"	3469
	"Female Breast"	"26000-Female"	"South Dakota"	"46"	526
	"Female Breast"	"26000-Female"	"Tennessee"	"47"	4521
	"Female Breast"	"26000-Female"	"Texas"	"48"	14146
	"Female Breast"	"26000-Female"	"Utah"	"49"	1283
	"Female Breast"	"26000-Female"	"Vermont"	"50"	525
	"Female Breast"	"26000-Female"	"Virginia"	"51"	5515
	"Female Breast"	"26000-Female"	"Washington"	"53"	4919
	"Female Breast"	"26000-Female"	"West Virginia"	"54"	1364
	"Female Breast"	"26000-Female"	"Wisconsin"	"55"	4043
	"Female Breast"	"26000-Female"	"Wyoming"	"56"	337
	"Male Breast"	"26000-Male"	"Alabama"	"01"	39
	"Male Breast"	"26000-Male"	"Arizona"	"04"	56
	"Male Breast"	"26000-Male"	"Arkansas"	"05"	22
	"Male Breast"	"26000-Male"	"California"	"06"	191
	"Male Breast"	"26000-Male"	"Colorado"	"08"	23
	"Male Breast"	"26000-Male"	"Connecticut"	"09"	25
	"Male Breast"	"26000-Male"	"Florida"	"12"	182
	"Male Breast"	"26000-Male"	"Georgia"	"13"	54
	"Male Breast"	"26000-Male"	"Illinois"	"17"	71
	"Male Breast"	"26000-Male"	"Indiana"	"18"	41
	"Male Breast"	"26000-Male"	"Kansas"	"20"	19
	"Male Breast"	"26000-Male"	"Kentucky"	"21"	22
	"Male Breast"	"26000-Male"	"Louisiana"	"22"	33
	"Male Breast"	"26000-Male"	"Maryland"	"24"	49
	"Male Breast"	"26000-Male"	"Massachusetts"	"25"	53
	"Male Breast"	"26000-Male"	"Michigan"	"26"	98
	"Male Breast"	"26000-Male"	"Minnesota"	"27"	50
	"Male Breast"	"26000-Male"	"Missouri"	"29"	29
	"Male Breast"	"26000-Male"	"Nebraska"	"31"	16
	"Male Breast"	"26000-Male"	"New Jersey"	"34"	81
	"Male Breast"	"26000-Male"	"New York"	"36"	138
	"Male Breast"	"26000-Male"	"North Carolina"	"37"	66
	"Male Breast"	"26000-Male"	"Ohio"	"39"	74
	"Male Breast"	"26000-Male"	"Oklahoma"	"40"	23
	"Male Breast"	"26000-Male"	"Oregon"	"41"	17
	"Male Breast"	"26000-Male"	"Pennsylvania"	"42"	121
	"Male Breast"	"26000-Male"	"South Carolina"	"45"	46
	"Male Breast"	"26000-Male"	"Tennessee"	"47"	46
	"Male Breast"	"26000-Male"	"Texas"	"48"	112
	"Male Breast"	"26000-Male"	"Virginia"	"51"	58
	"Male Breast"	"26000-Male"	"Washington"	"53"	43
	"Male Breast"	"26000-Male"	"Wisconsin"	"55"	43
	"Female Genital System"	"27010-27070"	"Alabama"	"01"	1211
	"Female Genital System"	"27010-27070"	"Alaska"	"02"	135
	"Female Genital System"	"27010-27070"	"Arizona"	"04"	1460
	"Female Genital System"	"27010-27070"	"Arkansas"	"05"	769
	"Female Genital System"	"27010-27070"	"California"	"06"	9381
	"Female Genital System"	"27010-27070"	"Colorado"	"08"	1229
	"Female Genital System"	"27010-27070"	"Connecticut"	"09"	1240
	"Female Genital System"	"27010-27070"	"Delaware"	"10"	251
	"Female Genital System"	"27010-27070"	"District of Columbia"	"11"	201
	"Female Genital System"	"27010-27070"	"Florida"	"12"	5704
	"Female Genital System"	"27010-27070"	"Georgia"	"13"	2263
	"Female Genital System"	"27010-27070"	"Hawaii"	"15"	388
	"Female Genital System"	"27010-27070"	"Idaho"	"16"	379
	"Female Genital System"	"27010-27070"	"Illinois"	"17"	3923
	"Female Genital System"	"27010-27070"	"Indiana"	"18"	1889
	"Female Genital System"	"27010-27070"	"Iowa"	"19"	1067
	"Female Genital System"	"27010-27070"	"Kansas"	"20"	826
	"Female Genital System"	"27010-27070"	"Kentucky"	"21"	1252
	"Female Genital System"	"27010-27070"	"Louisiana"	"22"	1050
	"Female Genital System"	"27010-27070"	"Maine"	"23"	499
	"Female Genital System"	"27010-27070"	"Maryland"	"24"	1624
	"Female Genital System"	"27010-27070"	"Massachusetts"	"25"	1940
	"Female Genital System"	"27010-27070"	"Michigan"	"26"	3183
	"Female Genital System"	"27010-27070"	"Minnesota"	"27"	1590
	"Female Genital System"	"27010-27070"	"Mississippi"	"28"	703
	"Female Genital System"	"27010-27070"	"Missouri"	"29"	1781
	"Female Genital System"	"27010-27070"	"Montana"	"30"	271
	"Female Genital System"	"27010-27070"	"Nebraska"	"31"	485
	"Female Genital System"	"27010-27070"	"Nevada"	"32"	588
	"Female Genital System"	"27010-27070"	"New Hampshire"	"33"	460
	"Female Genital System"	"27010-27070"	"New Jersey"	"34"	3038
	"Female Genital System"	"27010-27070"	"New Mexico"	"35"	543
	"Female Genital System"	"27010-27070"	"New York"	"36"	6461
	"Female Genital System"	"27010-27070"	"North Carolina"	"37"	2647
	"Female Genital System"	"27010-27070"	"North Dakota"	"38"	184
	"Female Genital System"	"27010-27070"	"Ohio"	"39"	3552
	"Female Genital System"	"27010-27070"	"Oklahoma"	"40"	986
	"Female Genital System"	"27010-27070"	"Oregon"	"41"	1128
	"Female Genital System"	"27010-27070"	"Pennsylvania"	"42"	4719
	"Female Genital System"	"27010-27070"	"Rhode Island"	"44"	333
	"Female Genital System"	"27010-27070"	"South Carolina"	"45"	1216
	"Female Genital System"	"27010-27070"	"South Dakota"	"46"	237
	"Female Genital System"	"27010-27070"	"Tennessee"	"47"	1763
	"Female Genital System"	"27010-27070"	"Texas"	"48"	5526
	"Female Genital System"	"27010-27070"	"Utah"	"49"	580
	"Female Genital System"	"27010-27070"	"Vermont"	"50"	240
	"Female Genital System"	"27010-27070"	"Virginia"	"51"	2032
	"Female Genital System"	"27010-27070"	"Washington"	"53"	1973
	"Female Genital System"	"27010-27070"	"West Virginia"	"54"	677
	"Female Genital System"	"27010-27070"	"Wisconsin"	"55"	1722
	"Female Genital System"	"27010-27070"	"Wyoming"	"56"	136
	"Cervix Uteri"	"27010"	"Alabama"	"01"	197
	"Cervix Uteri"	"27010"	"Alaska"	"02"	16
	"Cervix Uteri"	"27010"	"Arizona"	"04"	218
	"Cervix Uteri"	"27010"	"Arkansas"	"05"	157
	"Cervix Uteri"	"27010"	"California"	"06"	1431
	"Cervix Uteri"	"27010"	"Colorado"	"08"	159
	"Cervix Uteri"	"27010"	"Connecticut"	"09"	127
	"Cervix Uteri"	"27010"	"Delaware"	"10"	43
	"Cervix Uteri"	"27010"	"District of Columbia"	"11"	29
	"Cervix Uteri"	"27010"	"Florida"	"12"	880
	"Cervix Uteri"	"27010"	"Georgia"	"13"	387
	"Cervix Uteri"	"27010"	"Hawaii"	"15"	46
	"Cervix Uteri"	"27010"	"Idaho"	"16"	51
	"Cervix Uteri"	"27010"	"Illinois"	"17"	527
	"Cervix Uteri"	"27010"	"Indiana"	"18"	256
	"Cervix Uteri"	"27010"	"Iowa"	"19"	99
	"Cervix Uteri"	"27010"	"Kansas"	"20"	121
	"Cervix Uteri"	"27010"	"Kentucky"	"21"	201
	"Cervix Uteri"	"27010"	"Louisiana"	"22"	210
	"Cervix Uteri"	"27010"	"Maine"	"23"	48
	"Cervix Uteri"	"27010"	"Maryland"	"24"	234
	"Cervix Uteri"	"27010"	"Massachusetts"	"25"	200
	"Cervix Uteri"	"27010"	"Michigan"	"26"	349
	"Cervix Uteri"	"27010"	"Minnesota"	"27"	165
	"Cervix Uteri"	"27010"	"Mississippi"	"28"	155
	"Cervix Uteri"	"27010"	"Missouri"	"29"	257
	"Cervix Uteri"	"27010"	"Montana"	"30"	35
	"Cervix Uteri"	"27010"	"Nebraska"	"31"	55
	"Cervix Uteri"	"27010"	"Nevada"	"32"	110
	"Cervix Uteri"	"27010"	"New Hampshire"	"33"	38
	"Cervix Uteri"	"27010"	"New Jersey"	"34"	398
	"Cervix Uteri"	"27010"	"New Mexico"	"35"	79
	"Cervix Uteri"	"27010"	"New York"	"36"	858
	"Cervix Uteri"	"27010"	"North Carolina"	"37"	336
	"Cervix Uteri"	"27010"	"Ohio"	"39"	426
	"Cervix Uteri"	"27010"	"Oklahoma"	"40"	194
	"Cervix Uteri"	"27010"	"Oregon"	"41"	117
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	498
	"Cervix Uteri"	"27010"	"Rhode Island"	"44"	33
	"Cervix Uteri"	"27010"	"South Carolina"	"45"	196
	"Cervix Uteri"	"27010"	"South Dakota"	"46"	22
	"Cervix Uteri"	"27010"	"Tennessee"	"47"	281
	"Cervix Uteri"	"27010"	"Texas"	"48"	1169
	"Cervix Uteri"	"27010"	"Utah"	"49"	74
	"Cervix Uteri"	"27010"	"Vermont"	"50"	19
	"Cervix Uteri"	"27010"	"Virginia"	"51"	254
	"Cervix Uteri"	"27010"	"Washington"	"53"	250
	"Cervix Uteri"	"27010"	"West Virginia"	"54"	121
	"Cervix Uteri"	"27010"	"Wisconsin"	"55"	191
	"Cervix Uteri"	"27010"	"Wyoming"	"56"	21
	"Corpus Uteri"	"27020"	"Alabama"	"01"	548
	"Corpus Uteri"	"27020"	"Alaska"	"02"	77
	"Corpus Uteri"	"27020"	"Arizona"	"04"	662
	"Corpus Uteri"	"27020"	"Arkansas"	"05"	365
	"Corpus Uteri"	"27020"	"California"	"06"	4740
	"Corpus Uteri"	"27020"	"Colorado"	"08"	639
	"Corpus Uteri"	"27020"	"Connecticut"	"09"	668
	"Corpus Uteri"	"27020"	"Delaware"	"10"	140
	"Corpus Uteri"	"27020"	"District of Columbia"	"11"	120
	"Corpus Uteri"	"27020"	"Florida"	"12"	2776
	"Corpus Uteri"	"27020"	"Georgia"	"13"	1043
	"Corpus Uteri"	"27020"	"Hawaii"	"15"	232
	"Corpus Uteri"	"27020"	"Idaho"	"16"	196
	"Corpus Uteri"	"27020"	"Illinois"	"17"	2107
	"Corpus Uteri"	"27020"	"Indiana"	"18"	1051
	"Corpus Uteri"	"27020"	"Iowa"	"19"	599
	"Corpus Uteri"	"27020"	"Kansas"	"20"	419
	"Corpus Uteri"	"27020"	"Kentucky"	"21"	618
	"Corpus Uteri"	"27020"	"Louisiana"	"22"	451
	"Corpus Uteri"	"27020"	"Maine"	"23"	293
	"Corpus Uteri"	"27020"	"Maryland"	"24"	845
	"Corpus Uteri"	"27020"	"Massachusetts"	"25"	1123
	"Corpus Uteri"	"27020"	"Michigan"	"26"	1742
	"Corpus Uteri"	"27020"	"Minnesota"	"27"	898
	"Corpus Uteri"	"27020"	"Mississippi"	"28"	315
	"Corpus Uteri"	"27020"	"Missouri"	"29"	935
	"Corpus Uteri"	"27020"	"Montana"	"30"	152
	"Corpus Uteri"	"27020"	"Nebraska"	"31"	251
	"Corpus Uteri"	"27020"	"Nevada"	"32"	277
	"Corpus Uteri"	"27020"	"New Hampshire"	"33"	282
	"Corpus Uteri"	"27020"	"New Jersey"	"34"	1614
	"Corpus Uteri"	"27020"	"New Mexico"	"35"	275
	"Corpus Uteri"	"27020"	"New York"	"36"	3488
	"Corpus Uteri"	"27020"	"North Carolina"	"37"	1363
	"Corpus Uteri"	"27020"	"North Dakota"	"38"	102
	"Corpus Uteri"	"27020"	"Ohio"	"39"	1967
	"Corpus Uteri"	"27020"	"Oklahoma"	"40"	453
	"Corpus Uteri"	"27020"	"Oregon"	"41"	619
	"Corpus Uteri"	"27020"	"Pennsylvania"	"42"	2656
	"Corpus Uteri"	"27020"	"Rhode Island"	"44"	194
	"Corpus Uteri"	"27020"	"South Carolina"	"45"	597
	"Corpus Uteri"	"27020"	"South Dakota"	"46"	143
	"Corpus Uteri"	"27020"	"Tennessee"	"47"	832
	"Corpus Uteri"	"27020"	"Texas"	"48"	2428
	"Corpus Uteri"	"27020"	"Utah"	"49"	319
	"Corpus Uteri"	"27020"	"Vermont"	"50"	138
	"Corpus Uteri"	"27020"	"Virginia"	"51"	1042
	"Corpus Uteri"	"27020"	"Washington"	"53"	1008
	"Corpus Uteri"	"27020"	"West Virginia"	"54"	340
	"Corpus Uteri"	"27020"	"Wisconsin"	"55"	910
	"Corpus Uteri"	"27020"	"Wyoming"	"56"	62
	"Uterus, NOS"	"27030"	"Alabama"	"01"	35
	"Uterus, NOS"	"27030"	"Arizona"	"04"	40
	"Uterus, NOS"	"27030"	"California"	"06"	147
	"Uterus, NOS"	"27030"	"Colorado"	"08"	17
	"Uterus, NOS"	"27030"	"Connecticut"	"09"	32
	"Uterus, NOS"	"27030"	"Florida"	"12"	101
	"Uterus, NOS"	"27030"	"Georgia"	"13"	29
	"Uterus, NOS"	"27030"	"Illinois"	"17"	61
	"Uterus, NOS"	"27030"	"Kansas"	"20"	17
	"Uterus, NOS"	"27030"	"Maryland"	"24"	34
	"Uterus, NOS"	"27030"	"Michigan"	"26"	62
	"Uterus, NOS"	"27030"	"Missouri"	"29"	32
	"Uterus, NOS"	"27030"	"New Jersey"	"34"	49
	"Uterus, NOS"	"27030"	"New York"	"36"	109
	"Uterus, NOS"	"27030"	"North Carolina"	"37"	58
	"Uterus, NOS"	"27030"	"Ohio"	"39"	72
	"Uterus, NOS"	"27030"	"Oklahoma"	"40"	23
	"Uterus, NOS"	"27030"	"Pennsylvania"	"42"	51
	"Uterus, NOS"	"27030"	"South Carolina"	"45"	27
	"Uterus, NOS"	"27030"	"Tennessee"	"47"	23
	"Uterus, NOS"	"27030"	"Texas"	"48"	151
	"Uterus, NOS"	"27030"	"Virginia"	"51"	30
	"Uterus, NOS"	"27030"	"Washington"	"53"	16
	"Uterus, NOS"	"27030"	"West Virginia"	"54"	16
	"Uterus, NOS"	"27030"	"Wisconsin"	"55"	49
	"Ovary"	"27040"	"Alabama"	"01"	335
	"Ovary"	"27040"	"Alaska"	"02"	29
	"Ovary"	"27040"	"Arizona"	"04"	430
	"Ovary"	"27040"	"Arkansas"	"05"	160
	"Ovary"	"27040"	"California"	"06"	2334
	"Ovary"	"27040"	"Colorado"	"08"	321
	"Ovary"	"27040"	"Connecticut"	"09"	303
	"Ovary"	"27040"	"Delaware"	"10"	45
	"Ovary"	"27040"	"District of Columbia"	"11"	29
	"Ovary"	"27040"	"Florida"	"12"	1465
	"Ovary"	"27040"	"Georgia"	"13"	602
	"Ovary"	"27040"	"Hawaii"	"15"	79
	"Ovary"	"27040"	"Idaho"	"16"	97
	"Ovary"	"27040"	"Illinois"	"17"	907
	"Ovary"	"27040"	"Indiana"	"18"	408
	"Ovary"	"27040"	"Iowa"	"19"	243
	"Ovary"	"27040"	"Kansas"	"20"	178
	"Ovary"	"27040"	"Kentucky"	"21"	273
	"Ovary"	"27040"	"Louisiana"	"22"	249
	"Ovary"	"27040"	"Maine"	"23"	99
	"Ovary"	"27040"	"Maryland"	"24"	360
	"Ovary"	"27040"	"Massachusetts"	"25"	427
	"Ovary"	"27040"	"Michigan"	"26"	757
	"Ovary"	"27040"	"Minnesota"	"27"	349
	"Ovary"	"27040"	"Mississippi"	"28"	142
	"Ovary"	"27040"	"Missouri"	"29"	382
	"Ovary"	"27040"	"Montana"	"30"	72
	"Ovary"	"27040"	"Nebraska"	"31"	114
	"Ovary"	"27040"	"Nevada"	"32"	133
	"Ovary"	"27040"	"New Hampshire"	"33"	88
	"Ovary"	"27040"	"New Jersey"	"34"	733
	"Ovary"	"27040"	"New Mexico"	"35"	129
	"Ovary"	"27040"	"New York"	"36"	1493
	"Ovary"	"27040"	"North Carolina"	"37"	632
	"Ovary"	"27040"	"North Dakota"	"38"	46
	"Ovary"	"27040"	"Ohio"	"39"	786
	"Ovary"	"27040"	"Oklahoma"	"40"	226
	"Ovary"	"27040"	"Oregon"	"41"	268
	"Ovary"	"27040"	"Pennsylvania"	"42"	1069
	"Ovary"	"27040"	"Rhode Island"	"44"	53
	"Ovary"	"27040"	"South Carolina"	"45"	272
	"Ovary"	"27040"	"South Dakota"	"46"	50
	"Ovary"	"27040"	"Tennessee"	"47"	452
	"Ovary"	"27040"	"Texas"	"48"	1358
	"Ovary"	"27040"	"Utah"	"49"	139
	"Ovary"	"27040"	"Vermont"	"50"	55
	"Ovary"	"27040"	"Virginia"	"51"	528
	"Ovary"	"27040"	"Washington"	"53"	510
	"Ovary"	"27040"	"West Virginia"	"54"	155
	"Ovary"	"27040"	"Wisconsin"	"55"	422
	"Ovary"	"27040"	"Wyoming"	"56"	40
	"Vagina"	"27050"	"Arizona"	"04"	24
	"Vagina"	"27050"	"Arkansas"	"05"	19
	"Vagina"	"27050"	"California"	"06"	141
	"Vagina"	"27050"	"Colorado"	"08"	18
	"Vagina"	"27050"	"Connecticut"	"09"	18
	"Vagina"	"27050"	"Florida"	"12"	89
	"Vagina"	"27050"	"Georgia"	"13"	37
	"Vagina"	"27050"	"Illinois"	"17"	40
	"Vagina"	"27050"	"Indiana"	"18"	25
	"Vagina"	"27050"	"Iowa"	"19"	16
	"Vagina"	"27050"	"Kentucky"	"21"	24
	"Vagina"	"27050"	"Louisiana"	"22"	23
	"Vagina"	"27050"	"Maryland"	"24"	34
	"Vagina"	"27050"	"Massachusetts"	"25"	20
	"Vagina"	"27050"	"Michigan"	"26"	43
	"Vagina"	"27050"	"Minnesota"	"27"	23
	"Vagina"	"27050"	"Mississippi"	"28"	24
	"Vagina"	"27050"	"Missouri"	"29"	29
	"Vagina"	"27050"	"New Jersey"	"34"	38
	"Vagina"	"27050"	"New Mexico"	"35"	16
	"Vagina"	"27050"	"New York"	"36"	88
	"Vagina"	"27050"	"North Carolina"	"37"	41
	"Vagina"	"27050"	"Ohio"	"39"	54
	"Vagina"	"27050"	"Oklahoma"	"40"	17
	"Vagina"	"27050"	"Pennsylvania"	"42"	71
	"Vagina"	"27050"	"Tennessee"	"47"	42
	"Vagina"	"27050"	"Texas"	"48"	82
	"Vagina"	"27050"	"Virginia"	"51"	25
	"Vagina"	"27050"	"Washington"	"53"	29
	"Vulva"	"27060"	"Alabama"	"01"	63
	"Vulva"	"27060"	"Arizona"	"04"	61
	"Vulva"	"27060"	"Arkansas"	"05"	42
	"Vulva"	"27060"	"California"	"06"	409
	"Vulva"	"27060"	"Colorado"	"08"	41
	"Vulva"	"27060"	"Connecticut"	"09"	68
	"Vulva"	"27060"	"Florida"	"12"	272
	"Vulva"	"27060"	"Georgia"	"13"	124
	"Vulva"	"27060"	"Idaho"	"16"	18
	"Vulva"	"27060"	"Illinois"	"17"	189
	"Vulva"	"27060"	"Indiana"	"18"	104
	"Vulva"	"27060"	"Iowa"	"19"	67
	"Vulva"	"27060"	"Kansas"	"20"	59
	"Vulva"	"27060"	"Kentucky"	"21"	93
	"Vulva"	"27060"	"Louisiana"	"22"	77
	"Vulva"	"27060"	"Maine"	"23"	35
	"Vulva"	"27060"	"Maryland"	"24"	88
	"Vulva"	"27060"	"Massachusetts"	"25"	105
	"Vulva"	"27060"	"Michigan"	"26"	172
	"Vulva"	"27060"	"Minnesota"	"27"	84
	"Vulva"	"27060"	"Mississippi"	"28"	50
	"Vulva"	"27060"	"Missouri"	"29"	108
	"Vulva"	"27060"	"Nebraska"	"31"	38
	"Vulva"	"27060"	"Nevada"	"32"	33
	"Vulva"	"27060"	"New Hampshire"	"33"	23
	"Vulva"	"27060"	"New Jersey"	"34"	148
	"Vulva"	"27060"	"New Mexico"	"35"	27
	"Vulva"	"27060"	"New York"	"36"	282
	"Vulva"	"27060"	"North Carolina"	"37"	160
	"Vulva"	"27060"	"North Dakota"	"38"	17
	"Vulva"	"27060"	"Ohio"	"39"	202
	"Vulva"	"27060"	"Oklahoma"	"40"	69
	"Vulva"	"27060"	"Oregon"	"41"	73
	"Vulva"	"27060"	"Pennsylvania"	"42"	280
	"Vulva"	"27060"	"Rhode Island"	"44"	24
	"Vulva"	"27060"	"South Carolina"	"45"	82
	"Vulva"	"27060"	"Tennessee"	"47"	100
	"Vulva"	"27060"	"Texas"	"48"	225
	"Vulva"	"27060"	"Utah"	"49"	24
	"Vulva"	"27060"	"Virginia"	"51"	110
	"Vulva"	"27060"	"Washington"	"53"	95
	"Vulva"	"27060"	"West Virginia"	"54"	28
	"Vulva"	"27060"	"Wisconsin"	"55"	95
	"Other Female Genital Organs"	"27070"	"Alabama"	"01"	20
	"Other Female Genital Organs"	"27070"	"Arizona"	"04"	25
	"Other Female Genital Organs"	"27070"	"California"	"06"	179
	"Other Female Genital Organs"	"27070"	"Colorado"	"08"	34
	"Other Female Genital Organs"	"27070"	"Connecticut"	"09"	24
	"Other Female Genital Organs"	"27070"	"Florida"	"12"	121
	"Other Female Genital Organs"	"27070"	"Georgia"	"13"	41
	"Other Female Genital Organs"	"27070"	"Illinois"	"17"	92
	"Other Female Genital Organs"	"27070"	"Indiana"	"18"	35
	"Other Female Genital Organs"	"27070"	"Iowa"	"19"	32
	"Other Female Genital Organs"	"27070"	"Kansas"	"20"	21
	"Other Female Genital Organs"	"27070"	"Kentucky"	"21"	34
	"Other Female Genital Organs"	"27070"	"Louisiana"	"22"	25
	"Other Female Genital Organs"	"27070"	"Maryland"	"24"	29
	"Other Female Genital Organs"	"27070"	"Massachusetts"	"25"	52
	"Other Female Genital Organs"	"27070"	"Michigan"	"26"	58
	"Other Female Genital Organs"	"27070"	"Minnesota"	"27"	57
	"Other Female Genital Organs"	"27070"	"Missouri"	"29"	38
	"Other Female Genital Organs"	"27070"	"New Hampshire"	"33"	18
	"Other Female Genital Organs"	"27070"	"New Jersey"	"34"	58
	"Other Female Genital Organs"	"27070"	"New York"	"36"	143
	"Other Female Genital Organs"	"27070"	"North Carolina"	"37"	57
	"Other Female Genital Organs"	"27070"	"Ohio"	"39"	45
	"Other Female Genital Organs"	"27070"	"Oregon"	"41"	35
	"Other Female Genital Organs"	"27070"	"Pennsylvania"	"42"	94
	"Other Female Genital Organs"	"27070"	"Rhode Island"	"44"	16
	"Other Female Genital Organs"	"27070"	"South Carolina"	"45"	27
	"Other Female Genital Organs"	"27070"	"Tennessee"	"47"	33
	"Other Female Genital Organs"	"27070"	"Texas"	"48"	113
	"Other Female Genital Organs"	"27070"	"Virginia"	"51"	43
	"Other Female Genital Organs"	"27070"	"Washington"	"53"	65
	"Other Female Genital Organs"	"27070"	"Wisconsin"	"55"	40
	"Male Genital System"	"28010-28040"	"Alabama"	"01"	3922
	"Male Genital System"	"28010-28040"	"Alaska"	"02"	404
	"Male Genital System"	"28010-28040"	"Arizona"	"04"	3350
	"Male Genital System"	"28010-28040"	"Arkansas"	"05"	2364
	"Male Genital System"	"28010-28040"	"California"	"06"	23456
	"Male Genital System"	"28010-28040"	"Colorado"	"08"	3300
	"Male Genital System"	"28010-28040"	"Connecticut"	"09"	2836
	"Male Genital System"	"28010-28040"	"Delaware"	"10"	795
	"Male Genital System"	"28010-28040"	"District of Columbia"	"11"	508
	"Male Genital System"	"28010-28040"	"Florida"	"12"	14580
	"Male Genital System"	"28010-28040"	"Georgia"	"13"	6737
	"Male Genital System"	"28010-28040"	"Hawaii"	"15"	812
	"Male Genital System"	"28010-28040"	"Idaho"	"16"	1210
	"Male Genital System"	"28010-28040"	"Illinois"	"17"	8791
	"Male Genital System"	"28010-28040"	"Indiana"	"18"	3663
	"Male Genital System"	"28010-28040"	"Iowa"	"19"	2295
	"Male Genital System"	"28010-28040"	"Kansas"	"20"	2072
	"Male Genital System"	"28010-28040"	"Kentucky"	"21"	2976
	"Male Genital System"	"28010-28040"	"Louisiana"	"22"	3722
	"Male Genital System"	"28010-28040"	"Maine"	"23"	1093
	"Male Genital System"	"28010-28040"	"Maryland"	"24"	4306
	"Male Genital System"	"28010-28040"	"Massachusetts"	"25"	5059
	"Male Genital System"	"28010-28040"	"Michigan"	"26"	8660
	"Male Genital System"	"28010-28040"	"Minnesota"	"27"	4126
	"Male Genital System"	"28010-28040"	"Mississippi"	"28"	2418
	"Male Genital System"	"28010-28040"	"Missouri"	"29"	3687
	"Male Genital System"	"28010-28040"	"Montana"	"30"	915
	"Male Genital System"	"28010-28040"	"Nebraska"	"31"	1291
	"Male Genital System"	"28010-28040"	"Nevada"	"32"	1752
	"Male Genital System"	"28010-28040"	"New Hampshire"	"33"	1191
	"Male Genital System"	"28010-28040"	"New Jersey"	"34"	7209
