"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Year"	"Year Code"	Count
	"NHL - Extranodal"	"33042"	"2006"	"2006"	266
	"NHL - Extranodal"	"33042"	"2007"	"2007"	268
	"NHL - Extranodal"	"33042"	"2008"	"2008"	267
	"NHL - Extranodal"	"33042"	"2009"	"2009"	254
	"NHL - Extranodal"	"33042"	"2010"	"2010"	276
	"NHL - Extranodal"	"33042"	"2011"	"2011"	268
	"Myeloma"	"34000"	"2000"	"2000"	255
	"Myeloma"	"34000"	"2001"	"2001"	267
	"Myeloma"	"34000"	"2002"	"2002"	274
	"Myeloma"	"34000"	"2003"	"2003"	249
	"Myeloma"	"34000"	"2004"	"2004"	346
	"Myeloma"	"34000"	"2005"	"2005"	291
	"Myeloma"	"34000"	"2006"	"2006"	282
	"Myeloma"	"34000"	"2007"	"2007"	313
	"Myeloma"	"34000"	"2008"	"2008"	296
	"Myeloma"	"34000"	"2009"	"2009"	325
	"Myeloma"	"34000"	"2010"	"2010"	366
	"Myeloma"	"34000"	"2011"	"2011"	305
	"Leukemias"	"35011-35043"	"2000"	"2000"	414
	"Leukemias"	"35011-35043"	"2001"	"2001"	479
	"Leukemias"	"35011-35043"	"2002"	"2002"	486
	"Leukemias"	"35011-35043"	"2003"	"2003"	459
	"Leukemias"	"35011-35043"	"2004"	"2004"	501
	"Leukemias"	"35011-35043"	"2005"	"2005"	523
	"Leukemias"	"35011-35043"	"2006"	"2006"	465
	"Leukemias"	"35011-35043"	"2007"	"2007"	586
	"Leukemias"	"35011-35043"	"2008"	"2008"	600
	"Leukemias"	"35011-35043"	"2009"	"2009"	605
	"Leukemias"	"35011-35043"	"2010"	"2010"	566
	"Leukemias"	"35011-35043"	"2011"	"2011"	591
	"Acute Lymphocytic Leukemia"	"35011"	"2000"	"2000"	26
	"Acute Lymphocytic Leukemia"	"35011"	"2001"	"2001"	31
	"Acute Lymphocytic Leukemia"	"35011"	"2002"	"2002"	27
	"Acute Lymphocytic Leukemia"	"35011"	"2003"	"2003"	22
	"Acute Lymphocytic Leukemia"	"35011"	"2004"	"2004"	24
	"Acute Lymphocytic Leukemia"	"35011"	"2005"	"2005"	33
	"Acute Lymphocytic Leukemia"	"35011"	"2006"	"2006"	35
	"Acute Lymphocytic Leukemia"	"35011"	"2007"	"2007"	32
	"Acute Lymphocytic Leukemia"	"35011"	"2008"	"2008"	37
	"Acute Lymphocytic Leukemia"	"35011"	"2009"	"2009"	37
	"Acute Lymphocytic Leukemia"	"35011"	"2010"	"2010"	46
	"Acute Lymphocytic Leukemia"	"35011"	"2011"	"2011"	33
	"Chronic Lymphocytic Leukemia"	"35012"	"2000"	"2000"	145
	"Chronic Lymphocytic Leukemia"	"35012"	"2001"	"2001"	156
	"Chronic Lymphocytic Leukemia"	"35012"	"2002"	"2002"	182
	"Chronic Lymphocytic Leukemia"	"35012"	"2003"	"2003"	176
	"Chronic Lymphocytic Leukemia"	"35012"	"2004"	"2004"	187
	"Chronic Lymphocytic Leukemia"	"35012"	"2005"	"2005"	196
	"Chronic Lymphocytic Leukemia"	"35012"	"2006"	"2006"	199
	"Chronic Lymphocytic Leukemia"	"35012"	"2007"	"2007"	238
	"Chronic Lymphocytic Leukemia"	"35012"	"2008"	"2008"	201
	"Chronic Lymphocytic Leukemia"	"35012"	"2009"	"2009"	211
	"Chronic Lymphocytic Leukemia"	"35012"	"2010"	"2010"	167
	"Chronic Lymphocytic Leukemia"	"35012"	"2011"	"2011"	200
	"Acute Myeloid Leukemia"	"35021"	"2000"	"2000"	112
	"Acute Myeloid Leukemia"	"35021"	"2001"	"2001"	147
	"Acute Myeloid Leukemia"	"35021"	"2002"	"2002"	141
	"Acute Myeloid Leukemia"	"35021"	"2003"	"2003"	142
	"Acute Myeloid Leukemia"	"35021"	"2004"	"2004"	161
	"Acute Myeloid Leukemia"	"35021"	"2005"	"2005"	175
	"Acute Myeloid Leukemia"	"35021"	"2006"	"2006"	126
	"Acute Myeloid Leukemia"	"35021"	"2007"	"2007"	173
	"Acute Myeloid Leukemia"	"35021"	"2008"	"2008"	190
	"Acute Myeloid Leukemia"	"35021"	"2009"	"2009"	173
	"Acute Myeloid Leukemia"	"35021"	"2010"	"2010"	176
	"Acute Myeloid Leukemia"	"35021"	"2011"	"2011"	205
	"Chronic Myeloid Leukemia"	"35022"	"2000"	"2000"	53
	"Chronic Myeloid Leukemia"	"35022"	"2001"	"2001"	51
	"Chronic Myeloid Leukemia"	"35022"	"2002"	"2002"	61
	"Chronic Myeloid Leukemia"	"35022"	"2003"	"2003"	58
	"Chronic Myeloid Leukemia"	"35022"	"2004"	"2004"	44
	"Chronic Myeloid Leukemia"	"35022"	"2005"	"2005"	56
	"Chronic Myeloid Leukemia"	"35022"	"2006"	"2006"	58
	"Chronic Myeloid Leukemia"	"35022"	"2007"	"2007"	70
	"Chronic Myeloid Leukemia"	"35022"	"2008"	"2008"	67
	"Chronic Myeloid Leukemia"	"35022"	"2009"	"2009"	62
	"Chronic Myeloid Leukemia"	"35022"	"2010"	"2010"	64
	"Chronic Myeloid Leukemia"	"35022"	"2011"	"2011"	56
	"Other Leukemias"	"35041-35043"	"2000"	"2000"	78
	"Other Leukemias"	"35041-35043"	"2001"	"2001"	94
	"Other Leukemias"	"35041-35043"	"2002"	"2002"	75
	"Other Leukemias"	"35041-35043"	"2003"	"2003"	61
	"Other Leukemias"	"35041-35043"	"2004"	"2004"	85
	"Other Leukemias"	"35041-35043"	"2005"	"2005"	63
	"Other Leukemias"	"35041-35043"	"2006"	"2006"	47
	"Other Leukemias"	"35041-35043"	"2007"	"2007"	73
	"Other Leukemias"	"35041-35043"	"2008"	"2008"	105
	"Other Leukemias"	"35041-35043"	"2009"	"2009"	122
	"Other Leukemias"	"35041-35043"	"2010"	"2010"	113
	"Other Leukemias"	"35041-35043"	"2011"	"2011"	97
	"Other Lymphocytic Leukemia"	"35013"	"2000"	"2000"	18
	"Other Lymphocytic Leukemia"	"35013"	"2002"	"2002"	16
	"Other Lymphocytic Leukemia"	"35013"	"2004"	"2004"	17
	"Other Lymphocytic Leukemia"	"35013"	"2007"	"2007"	22
	"Other Lymphocytic Leukemia"	"35013"	"2008"	"2008"	26
	"Other Lymphocytic Leukemia"	"35013"	"2009"	"2009"	20
	"Other Lymphocytic Leukemia"	"35013"	"2010"	"2010"	20
	"Other Lymphocytic Leukemia"	"35013"	"2011"	"2011"	21
	"Other Acute Leukemia"	"35041"	"2001"	"2001"	29
	"Other Acute Leukemia"	"35041"	"2002"	"2002"	17
	"Other Acute Leukemia"	"35041"	"2004"	"2004"	18
	"Other Acute Leukemia"	"35041"	"2008"	"2008"	22
	"Other Acute Leukemia"	"35041"	"2009"	"2009"	27
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	20
	"Aleukemic, Subleukemic and NOS"	"35043"	"2000"	"2000"	34
	"Aleukemic, Subleukemic and NOS"	"35043"	"2001"	"2001"	34
	"Aleukemic, Subleukemic and NOS"	"35043"	"2002"	"2002"	28
	"Aleukemic, Subleukemic and NOS"	"35043"	"2003"	"2003"	19
	"Aleukemic, Subleukemic and NOS"	"35043"	"2004"	"2004"	29
	"Aleukemic, Subleukemic and NOS"	"35043"	"2005"	"2005"	21
	"Aleukemic, Subleukemic and NOS"	"35043"	"2007"	"2007"	20
	"Aleukemic, Subleukemic and NOS"	"35043"	"2008"	"2008"	35
	"Aleukemic, Subleukemic and NOS"	"35043"	"2009"	"2009"	52
	"Aleukemic, Subleukemic and NOS"	"35043"	"2010"	"2010"	46
	"Aleukemic, Subleukemic and NOS"	"35043"	"2011"	"2011"	44
	"Other Myeloid/Monocytic Leukemia"	"35023"	"2003"	"2003"	16
	"Other Myeloid/Monocytic Leukemia"	"35023"	"2009"	"2009"	17
	"Other Myeloid/Monocytic Leukemia"	"35023"	"2010"	"2010"	17
	"Mesothelioma"	"36010"	"2000"	"2000"	34
	"Mesothelioma"	"36010"	"2001"	"2001"	38
	"Mesothelioma"	"36010"	"2002"	"2002"	48
	"Mesothelioma"	"36010"	"2003"	"2003"	30
	"Mesothelioma"	"36010"	"2004"	"2004"	34
	"Mesothelioma"	"36010"	"2005"	"2005"	42
	"Mesothelioma"	"36010"	"2006"	"2006"	32
	"Mesothelioma"	"36010"	"2007"	"2007"	53
	"Mesothelioma"	"36010"	"2008"	"2008"	41
	"Mesothelioma"	"36010"	"2009"	"2009"	55
	"Mesothelioma"	"36010"	"2010"	"2010"	46
	"Mesothelioma"	"36010"	"2011"	"2011"	43
	"Kaposi Sarcoma"	"36020"	"2007"	"2007"	22
	"Miscellaneous"	"37000"	"2000"	"2000"	626
	"Miscellaneous"	"37000"	"2001"	"2001"	737
	"Miscellaneous"	"37000"	"2002"	"2002"	833
	"Miscellaneous"	"37000"	"2003"	"2003"	686
	"Miscellaneous"	"37000"	"2004"	"2004"	786
	"Miscellaneous"	"37000"	"2005"	"2005"	706
	"Miscellaneous"	"37000"	"2006"	"2006"	734
	"Miscellaneous"	"37000"	"2007"	"2007"	769
	"Miscellaneous"	"37000"	"2008"	"2008"	839
	"Miscellaneous"	"37000"	"2009"	"2009"	894
	"Miscellaneous"	"37000"	"2010"	"2010"	815
	"Miscellaneous"	"37000"	"2011"	"2011"	831
	"In Situ Breast Cancer"	"Breast-InSitu"	"2000"	"2000"	607
	"In Situ Breast Cancer"	"Breast-InSitu"	"2001"	"2001"	649
	"In Situ Breast Cancer"	"Breast-InSitu"	"2002"	"2002"	708
	"In Situ Breast Cancer"	"Breast-InSitu"	"2003"	"2003"	653
	"In Situ Breast Cancer"	"Breast-InSitu"	"2004"	"2004"	673
	"In Situ Breast Cancer"	"Breast-InSitu"	"2005"	"2005"	650
	"In Situ Breast Cancer"	"Breast-InSitu"	"2006"	"2006"	720
	"In Situ Breast Cancer"	"Breast-InSitu"	"2007"	"2007"	838
	"In Situ Breast Cancer"	"Breast-InSitu"	"2008"	"2008"	718
	"In Situ Breast Cancer"	"Breast-InSitu"	"2009"	"2009"	775
	"In Situ Breast Cancer"	"Breast-InSitu"	"2010"	"2010"	776
	"In Situ Breast Cancer"	"Breast-InSitu"	"2011"	"2011"	766
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2000"	"2000"	600
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2001"	"2001"	643
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2002"	"2002"	703
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2003"	"2003"	647
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2004"	"2004"	671
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2005"	"2005"	641
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2006"	"2006"	717
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2007"	"2007"	835
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2008"	"2008"	712
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2009"	"2009"	768
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2010"	"2010"	765
	"Female Breast, In Situ"	"Breast-InSitu-Female"	"2011"	"2011"	763
"---"
"Dataset: United States Cancer Statistics, 1999-2011 Incidence"
"Query Parameters:"
"Title:"
"Age Group: 10-14 years, 15-19 years, 20-24 years, 25-29 years, 30-34 years, 35-39 years, 40-44 years, 45-49 years, 50-54 years,"
"55-59 years, 60-64 years , 65-69 years, 70-74 years, 75-79 years, 80-84 years, 85+ years"
"Cancer Sites: All"
"Ethnicity: All"
"Race: All"
"Sex: All"
"State: Alabama (01)"
"Year: 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011"
"Group By: Cancer Sites, Year"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2011.html for more information."
"---"
"Query Date: Feb 17, 2015 6:51:29 PM"
"---"
"Suggested Citation: United States Cancer Statistics: 1999 - 2011 Incidence, WONDER Online Database. United States Department of"
"Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2014. Accessed at"
"http://wonder.cdc.gov/cancer-v2011.html on Feb 17, 2015 6:51:29 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Count are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Count are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data for in situ Breast Cancers are listed separately from Breast Cancers and not included in the ""all sites"" category."
"---"
Caveats:
"1. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"2. These states are missing data for the indicated year: Alabama 1999; Arkansas 1999-2000, 2002; District of Columbia 2001-2002;"
"Maryland 2001; Mississippi 1999-2002; Nevada 1999, 2011; North Dakota 2001; South Dakota 1999-2000; Tennessee 1999-2003;"
"Virginia 1999-2002."
"3. Data are suppressed if fewer than 16 cases are reported in the specific category. Data for the ""Asian / Pacific Islander"","
"""American Indian or Alaska Native"", and the ""Other Races Combined"" race categories are suppressed at the Metropolitan"
"Statistical Area level for populations less than 50,000 persons. Data are suppressed at the state level for certain race and"
"ethnicity groups: 1) American Indian or Alaska Native data are suppressed at the state level for Delaware, Georgia, Illinois,"
"Kansas, Kentucky, Missouri, New Jersey, New York, and South Carolina; 2) Asian or Pacific Islander data are suppressed at the"
"state level for Delaware, Illinois, Kansas, Kentucky, Missouri, and South Carolina; 3) Hispanic data are supressed at the state"
"level for Delaware, Kentucky, Massachusetts, Missouri, Pennsylvania, and South Carolina. More information:"
"http://wonder.cdc.gov/wonder/help/cancer-v2011.html#Confidentiality."
"4. Gender-specific cancers will show 'Not Applicable' when the wrong sex is selected. More information:"
"http://wonder.cdc.gov/wonder/help/cancer-v2011.html#Genital Cancers List."
"5. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria."
"6. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
"7. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated January 27, 2003, which define"
"standard groupings of primary cancer sites."
