"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Count
	"Male and Female Breast"	"26000"	"Iowa"	"19"	"2011"	"2011"	2382
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2000"	"2000"	2001
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2001"	"2001"	2030
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2002"	"2002"	2008
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2003"	"2003"	1865
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2004"	"2004"	1856
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2005"	"2005"	1903
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2006"	"2006"	2044
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2007"	"2007"	1964
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2008"	"2008"	1962
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2009"	"2009"	1982
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2010"	"2010"	1962
	"Male and Female Breast"	"26000"	"Kansas"	"20"	"2011"	"2011"	2046
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2000"	"2000"	2854
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2001"	"2001"	2891
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2002"	"2002"	2838
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2003"	"2003"	2808
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2004"	"2004"	2801
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2005"	"2005"	2836
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2006"	"2006"	3055
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2007"	"2007"	3046
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2008"	"2008"	3097
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2009"	"2009"	3126
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2010"	"2010"	3112
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	"2011"	"2011"	3176
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2000"	"2000"	2995
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2001"	"2001"	2920
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2002"	"2002"	2913
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2003"	"2003"	2927
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2004"	"2004"	2976
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2005"	"2005"	2682
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2006"	"2006"	2788
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2007"	"2007"	2938
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2008"	"2008"	2934
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2009"	"2009"	3174
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2010"	"2010"	3175
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	"2011"	"2011"	3227
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2000"	"2000"	1085
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2001"	"2001"	1130
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2002"	"2002"	1057
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2003"	"2003"	1075
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2004"	"2004"	1063
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2005"	"2005"	1116
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2006"	"2006"	1124
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2007"	"2007"	1136
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2008"	"2008"	1141
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2009"	"2009"	1098
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2010"	"2010"	1129
	"Male and Female Breast"	"26000"	"Maine"	"23"	"2011"	"2011"	1148
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2000"	"2000"	3874
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2002"	"2002"	4009
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2003"	"2003"	4165
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2004"	"2004"	3890
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2005"	"2005"	3762
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2006"	"2006"	3833
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2007"	"2007"	4168
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2008"	"2008"	4528
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2009"	"2009"	4418
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2010"	"2010"	4493
	"Male and Female Breast"	"26000"	"Maryland"	"24"	"2011"	"2011"	4431
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2000"	"2000"	5298
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2001"	"2001"	5151
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2002"	"2002"	5124
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2003"	"2003"	4944
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2004"	"2004"	5086
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2005"	"2005"	5043
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2006"	"2006"	5147
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2007"	"2007"	5225
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2008"	"2008"	5559
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2009"	"2009"	5499
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2010"	"2010"	5222
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	"2011"	"2011"	5584
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2000"	"2000"	7353
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2001"	"2001"	7349
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2002"	"2002"	7340
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2003"	"2003"	7075
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2004"	"2004"	7069
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2005"	"2005"	7026
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2006"	"2006"	7071
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2007"	"2007"	7183
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2008"	"2008"	7015
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2009"	"2009"	7359
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2010"	"2010"	7103
	"Male and Female Breast"	"26000"	"Michigan"	"26"	"2011"	"2011"	7409
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2000"	"2000"	3686
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2001"	"2001"	3672
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2002"	"2002"	3632
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2003"	"2003"	3423
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2004"	"2004"	3404
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2005"	"2005"	3518
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2006"	"2006"	3566
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2007"	"2007"	3833
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2008"	"2008"	3825
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2009"	"2009"	3952
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2010"	"2010"	3868
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	"2011"	"2011"	4175
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	"2003"	"2003"	1678
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	"2004"	"2004"	1784
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	"2005"	"2005"	1752
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	"2006"	"2006"	1738
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	"2007"	"2007"	1921
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	"2008"	"2008"	1967
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	"2009"	"2009"	1995
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	"2010"	"2010"	2000
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	"2011"	"2011"	1961
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2000"	"2000"	4147
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2001"	"2001"	4103
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2002"	"2002"	4167
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2003"	"2003"	4080
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2004"	"2004"	4051
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2005"	"2005"	4165
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2006"	"2006"	4163
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2007"	"2007"	4087
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2008"	"2008"	4485
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2009"	"2009"	4516
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2010"	"2010"	4326
	"Male and Female Breast"	"26000"	"Missouri"	"29"	"2011"	"2011"	4551
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2000"	"2000"	701
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2001"	"2001"	708
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2002"	"2002"	645
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2003"	"2003"	693
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2004"	"2004"	648
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2005"	"2005"	695
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2006"	"2006"	692
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2007"	"2007"	727
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2008"	"2008"	714
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2009"	"2009"	781
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2010"	"2010"	796
	"Male and Female Breast"	"26000"	"Montana"	"30"	"2011"	"2011"	792
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2000"	"2000"	1275
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2001"	"2001"	1331
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2002"	"2002"	1336
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2003"	"2003"	1195
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2004"	"2004"	1234
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2005"	"2005"	1201
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2006"	"2006"	1293
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2007"	"2007"	1191
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2008"	"2008"	1335
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2009"	"2009"	1256
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2010"	"2010"	1252
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	"2011"	"2011"	1313
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2000"	"2000"	1331
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2001"	"2001"	1428
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2002"	"2002"	1377
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2003"	"2003"	1283
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2004"	"2004"	1328
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2005"	"2005"	1376
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2006"	"2006"	1435
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2007"	"2007"	1501
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2008"	"2008"	1565
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2009"	"2009"	1643
	"Male and Female Breast"	"26000"	"Nevada"	"32"	"2010"	"2010"	1590
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2000"	"2000"	978
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2001"	"2001"	983
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2002"	"2002"	1009
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2003"	"2003"	905
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2004"	"2004"	966
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2005"	"2005"	1017
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2006"	"2006"	1020
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2007"	"2007"	1039
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2008"	"2008"	1096
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2009"	"2009"	1081
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2010"	"2010"	1060
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	"2011"	"2011"	1165
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2000"	"2000"	6769
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2001"	"2001"	6785
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2002"	"2002"	6545
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2003"	"2003"	6403
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2004"	"2004"	6699
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2005"	"2005"	6571
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2006"	"2006"	6597
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2007"	"2007"	6802
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2008"	"2008"	6932
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2009"	"2009"	7068
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2010"	"2010"	6957
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	"2011"	"2011"	6837
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2000"	"2000"	1131
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2001"	"2001"	1140
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2002"	"2002"	1122
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2003"	"2003"	1072
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2004"	"2004"	1177
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2005"	"2005"	1141
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2006"	"2006"	1168
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2007"	"2007"	1242
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2008"	"2008"	1246
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2009"	"2009"	1337
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2010"	"2010"	1296
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	"2011"	"2011"	1362
	"Male and Female Breast"	"26000"	"New York"	"36"	"2000"	"2000"	14322
	"Male and Female Breast"	"26000"	"New York"	"36"	"2001"	"2001"	14053
	"Male and Female Breast"	"26000"	"New York"	"36"	"2002"	"2002"	14070
	"Male and Female Breast"	"26000"	"New York"	"36"	"2003"	"2003"	14169
	"Male and Female Breast"	"26000"	"New York"	"36"	"2004"	"2004"	13954
	"Male and Female Breast"	"26000"	"New York"	"36"	"2005"	"2005"	14027
	"Male and Female Breast"	"26000"	"New York"	"36"	"2006"	"2006"	14404
	"Male and Female Breast"	"26000"	"New York"	"36"	"2007"	"2007"	14592
	"Male and Female Breast"	"26000"	"New York"	"36"	"2008"	"2008"	14919
	"Male and Female Breast"	"26000"	"New York"	"36"	"2009"	"2009"	15328
	"Male and Female Breast"	"26000"	"New York"	"36"	"2010"	"2010"	14626
	"Male and Female Breast"	"26000"	"New York"	"36"	"2011"	"2011"	15453
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2000"	"2000"	5729
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2001"	"2001"	5893
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2002"	"2002"	5687
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2003"	"2003"	5512
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2004"	"2004"	5840
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2005"	"2005"	6040
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2006"	"2006"	6447
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2007"	"2007"	6632
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2008"	"2008"	6654
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2009"	"2009"	7090
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2010"	"2010"	7184
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	"2011"	"2011"	7522
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2000"	"2000"	475
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2002"	"2002"	465
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2003"	"2003"	454
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2004"	"2004"	461
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2005"	"2005"	462
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2006"	"2006"	483
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2007"	"2007"	478
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2008"	"2008"	450
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2009"	"2009"	503
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2010"	"2010"	482
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	"2011"	"2011"	474
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2000"	"2000"	8500
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2001"	"2001"	8446
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2002"	"2002"	8334
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2003"	"2003"	8100
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2004"	"2004"	8265
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2005"	"2005"	8315
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2006"	"2006"	8222
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2007"	"2007"	8412
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2008"	"2008"	8564
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2009"	"2009"	8660
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2010"	"2010"	8240
	"Male and Female Breast"	"26000"	"Ohio"	"39"	"2011"	"2011"	8668
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2000"	"2000"	2516
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2001"	"2001"	2551
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2002"	"2002"	2560
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2003"	"2003"	2626
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2004"	"2004"	2633
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2005"	"2005"	2540
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2006"	"2006"	2499
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2007"	"2007"	2626
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2008"	"2008"	2654
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2009"	"2009"	2604
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2010"	"2010"	2584
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	"2011"	"2011"	2551
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2000"	"2000"	2784
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2001"	"2001"	2842
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2002"	"2002"	2820
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2003"	"2003"	2625
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2004"	"2004"	2720
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2005"	"2005"	2747
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2006"	"2006"	2854
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2007"	"2007"	2896
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2008"	"2008"	2906
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2009"	"2009"	3045
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2010"	"2010"	2912
	"Male and Female Breast"	"26000"	"Oregon"	"41"	"2011"	"2011"	3032
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2000"	"2000"	10155
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2001"	"2001"	10356
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2002"	"2002"	9936
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2003"	"2003"	9628
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2004"	"2004"	9863
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2005"	"2005"	9751
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2006"	"2006"	9980
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2007"	"2007"	9915
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2008"	"2008"	10420
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2009"	"2009"	10557
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2010"	"2010"	10372
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	"2011"	"2011"	10672
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2000"	"2000"	855
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2001"	"2001"	833
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2002"	"2002"	841
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2003"	"2003"	787
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2004"	"2004"	859
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2005"	"2005"	796
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2006"	"2006"	855
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2007"	"2007"	912
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2008"	"2008"	896
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2009"	"2009"	907
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2010"	"2010"	744
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	"2011"	"2011"	839
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2000"	"2000"	2816
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2001"	"2001"	2863
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2002"	"2002"	2854
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2003"	"2003"	2900
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2004"	"2004"	2795
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2005"	"2005"	2984
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2006"	"2006"	3131
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2007"	"2007"	3294
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2008"	"2008"	3384
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2009"	"2009"	3410
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2010"	"2010"	3515
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	"2011"	"2011"	3436
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2001"	"2001"	562
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2002"	"2002"	617
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2003"	"2003"	553
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2004"	"2004"	491
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2005"	"2005"	560
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2006"	"2006"	511
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2007"	"2007"	579
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2008"	"2008"	585
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2009"	"2009"	573
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2010"	"2010"	531
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	"2011"	"2011"	630
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	"2004"	"2004"	3775
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	"2005"	"2005"	4212
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	"2006"	"2006"	4230
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	"2007"	"2007"	4326
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	"2008"	"2008"	4493
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	"2009"	"2009"	4639
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	"2010"	"2010"	4567
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	"2011"	"2011"	4647
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2000"	"2000"	12392
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2001"	"2001"	12624
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2002"	"2002"	12993
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2003"	"2003"	12459
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2004"	"2004"	12354
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2005"	"2005"	12690
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2006"	"2006"	12996
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2007"	"2007"	13669
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2008"	"2008"	13884
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2009"	"2009"	14848
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2010"	"2010"	14258
	"Male and Female Breast"	"26000"	"Texas"	"48"	"2011"	"2011"	13956
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2000"	"2000"	1054
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2001"	"2001"	1102
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2002"	"2002"	1051
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2003"	"2003"	1027
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2004"	"2004"	1121
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2005"	"2005"	1097
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2006"	"2006"	1158
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2007"	"2007"	1164
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2008"	"2008"	1293
	"Male and Female Breast"	"26000"	"Utah"	"49"	"2009"	"2009"	1229
